titulo,letra,letra_limpa
Rindo a Toa (part. Anitta e Matheus & Kauan),"Tô numa boa, tô aqui de novo Daqui não saio, daqui não me movo Tenho certeza, esse é o meu lugar Aha, aha Tô numa boa, tô ficando esperto Já não pergunto se isso tudo é certo Uso esse tempo pra recomeçar Aah aha Doeu, doeu, agora não dói Não dói, não dói Chorei, chorei Agora não choro mais Toda mágoa que passei É motivo pra comemorar Pois se não sofresse assim Não tinha razões pra cantar Ha ha ha ha ha Mas eu tô rindo à toa Não que a vida esteja assim tão boa Mas um sorriso ajuda a melhorar Aha, aha E cantando assim parece que o tempo voa Quanto mais triste mais bonito soa Eu agradeço por poder cantar Lalaiá laiá laiá Iê",t numa boa t aqui de novo daqui não saio daqui não me movo tenho certeza esse é o meu lugar aha aha t numa boa t ficando esperto já não pergunto se isso tudo é certo uso esse tempo pra recomeçar aah aha doeu doeu agora não dói não dói não dói chorei chorei agora não choro mais toda mágoa que passei é motivo pra comemorar pois se não sofresse assim não tinha razões pra cantar ha ha ha ha ha mas eu t rindo toa não que a vida esteja assim tão boa mas um sorriso ajuda a melhorar aha aha e cantando assim parece que o tempo voa quanto mais triste mais bonito soa eu agradeço por poder cantar lalaiá laiá laiá i
Sai da Minha Aba,"Sai pra lá, se manca Vê se me esquece Não aguento mais Já estou com estresse Se dou a mão Quer logo o pé Isso me aborrece Sai pra lá bicão Sai pra lá mané Vê se desaparece É toda a hora Meu compadre Quebra o galho aí É um qualquer Emprestado Sempre a me pedir Se tô bebendo Uma cerveja Bebe no meu copo Se acendo um cigarro Quer fumar pra mim Chego no pagode Quer entrar comigo Se ganho uma garota Tenta me atrasar Fica me marcando Pra não ter perigo De perder Minha carona Quando eu me mandar Da minha aba Da minha aba Da minha aba Sai da minha aba Sai pra lá Sem essa De não poder me ver Sai da minha aba Sai pra lá Não aturo mais você",sai pra lá se manca v se me esquece não aguento mais já estou com estresse se dou a mão quer logo o pé isso me aborrece sai pra lá bicão sai pra lá mané v se desaparece é toda a hora meu compadre quebra o galho aí é um qualquer emprestado sempre a me pedir se t bebendo uma cerveja bebe no meu copo se acendo um cigarro quer fumar pra mim chego no pagode quer entrar comigo se ganho uma garota tenta me atrasar fica me marcando pra não ter perigo de perder minha carona quando eu me mandar da minha aba da minha aba da minha aba sai da minha aba sai pra lá sem essa de não poder me ver sai da minha aba sai pra lá não aturo mais voc
Same Mistake,"Saw the world turning in my sheets and once again I cannot sleep. Walk out the door and up the street; look at the stars beneath my feet. Remember rights that I did wrong, so here I go. Hello, hello. There is no place I cannot go. My mind is muddy but my heart is heavy. Does it show? I lose the track that loses me, so here I go. And so I sent some men to fight, and one came back at dead of night. Said he'd seen my enemy. Said he looked just like me, So I set out to cut myself and here I go. I'm not calling for a second chance, I'm screaming at the top of my voice. Give me reason but don't give me choice. 'Cause I'll just make the same mistake again. And maybe someday we will meet, and maybe talk and not just speak. Don't buy promises 'cause, there are no promises I keep. And my reflection troubles me, so here I go. I'm not calling for a second chance, I'm screaming at the top of my voice. Give me reason but don't give me choice. 'Cause I'll just make the same mistake. I'm not calling for a second chance, I'm screaming at the top of my voice. Give me reason but don't give me choice. 'Cause I'll just make the same mistake again. So while I'm turning in my sheets And once again, I cannot sleep Walk out the door and up the street Look at the stars Look at the stars, falling down, And I wonder where, did I go wrong.",saw the world turning in my sheets and once again i cannot sleep walk out the door and up the street look at the stars beneath my feet remember rights that i did wrong so here i go hello hello there is no place i cannot go my mind is muddy but my heart is heavy does it show i lose the track that loses me so here i go and so i sent some men to fight and one came back at dead of night said hed seen my enemy said he looked just like me so i set out to cut myself and here i go im not calling for a second chance im screaming at the top of my voice give me reason but dont give me choice cause ill just make the same mistake again and maybe someday we will meet and maybe talk and not just speak dont buy promises cause there are no promises i keep and my reflection troubles me so here i go im not calling for a second chance im screaming at the top of my voice give me reason but dont give me choice cause ill just make the same mistake im not calling for a second chance im screaming at the top of my voice give me reason but dont give me choice cause ill just make the same mistake again so while im turning in my sheets and once again i cannot sleep walk out the door and up the street look at the stars look at the stars falling down and i wonder where did i go wrong
SAUDADE IMPERCEPTÍVEL,"Quem sabe depois da terceira cerveja Minha boca se aproxima de uma outra e beija? Nem que seja só pra confortar Meu coração e minha mente quer me sabotar Um coração, mesmo ferido, ainda bate, tá? Difícil de embalar, só não parou porque Ainda sei como faz uma perna bambear Ainda sei como fazer pele seca suar Minha saudade é imperceptível Eu tô solteiro, eu tô sofrendo, mas tô me sentindo vivo Ainda sei como faz uma perna bambear Ainda sei como fazer pele seca suar Minha saudade é imperceptível Eu tô solteiro, eu tô sofrendo, mas tô me sentindo vivo Quem sabe depois da terceira cerveja Minha boca se aproxima de uma outra e beija? Nem que seja só pra confortar Meu coração e minha mente quer me sabotar Um coração, mesmo ferido, ainda bate, tá? Difícil de embalar, só não parou porque Ainda sei como faz uma perna bambear Ainda sei como fazer pele seca suar Minha saudade é imperceptível Eu tô solteiro, eu tô sofrendo, mas tô me sentindo vivo Ainda sei como faz uma perna bambear Ainda sei como fazer pele seca suar E a saudade é imperceptível Eu tô solteiro, eu tô sofrendo, mas tô me sentindo vivo",quem sabe depois da terceira cerveja minha boca se aproxima de uma outra e beija nem que seja só pra confortar meu coração e minha mente quer me sabotar um coração mesmo ferido ainda bate tá difícil de embalar só não parou porque ainda sei como faz uma perna bambear ainda sei como fazer pele seca suar minha saudade é imperceptível eu t solteiro eu t sofrendo mas t me sentindo vivo ainda sei como faz uma perna bambear ainda sei como fazer pele seca suar minha saudade é imperceptível eu t solteiro eu t sofrendo mas t me sentindo vivo quem sabe depois da terceira cerveja minha boca se aproxima de uma outra e beija nem que seja só pra confortar meu coração e minha mente quer me sabotar um coração mesmo ferido ainda bate tá difícil de embalar só não parou porque ainda sei como faz uma perna bambear ainda sei como fazer pele seca suar minha saudade é imperceptível eu t solteiro eu t sofrendo mas t me sentindo vivo ainda sei como faz uma perna bambear ainda sei como fazer pele seca suar e a saudade é imperceptível eu t solteiro eu t sofrendo mas t me sentindo vivo
SE ARREPENDIMENTO MATASSE,"Se arrependimento matasse, talvez eu Nem estaria aqui contando história, mas eu Devia só ter ido embora Mas juntou meu eu de fogo E o pecado com a pólvora O erro falando no meu ouvido Ninguém vai saber E o cheiro no cinto do carro Passei meu perfume pra tentar esconder E o batom eu limpei da minha boca Mas a consciência não tem o que fazer Eu devia ter virado o rosto e não o olho Deixado a aliança no dedo e não no bolso Envergonhado, eu olho no retrovisor E dou dois tapa na minha cara Beijei na boca de alguém na rua E vou beijar a testa de quem me espera em casa Eu devia ter virado o rosto O erro falando no meu ouvido Ninguém vai saber E o cheiro no cinto do carro Passei meu perfume pra tentar esconder E o batom eu limpei da minha boca Mas a consciência não tem o que fazer Eu devia ter virado o rosto e não o olho Deixado a aliança no dedo e não no bolso Envergonhado, eu olho no retrovisor E dou dois tapa na minha cara Beijei na boca de alguém na rua E vou beijar a testa de quem me espera em casa Eu devia ter virado o rosto Eu devia ter virado o rosto Envergonhado, eu olho no retrovisor E dou dois tapa na minha cara Beijei na boca de alguém na rua E vou beijar a testa de quem me espera em casa Eu devia ter virado o rosto",se arrependimento matasse talvez eu nem estaria aqui contando história mas eu devia só ter ido embora mas juntou meu eu de fogo e o pecado com a pólvora o erro falando no meu ouvido ninguém vai saber e o cheiro no cinto do carro passei meu perfume pra tentar esconder e o batom eu limpei da minha boca mas a conscincia não tem o que fazer eu devia ter virado o rosto e não o olho deixado a aliança no dedo e não no bolso envergonhado eu olho no retrovisor e dou dois tapa na minha cara beijei na boca de alguém na rua e vou beijar a testa de quem me espera em casa eu devia ter virado o rosto o erro falando no meu ouvido ninguém vai saber e o cheiro no cinto do carro passei meu perfume pra tentar esconder e o batom eu limpei da minha boca mas a conscincia não tem o que fazer eu devia ter virado o rosto e não o olho deixado a aliança no dedo e não no bolso envergonhado eu olho no retrovisor e dou dois tapa na minha cara beijei na boca de alguém na rua e vou beijar a testa de quem me espera em casa eu devia ter virado o rosto eu devia ter virado o rosto envergonhado eu olho no retrovisor e dou dois tapa na minha cara beijei na boca de alguém na rua e vou beijar a testa de quem me espera em casa eu devia ter virado o rosto
Se Bebo É Por Causa Dela,"Todo dia a minha vida é a mesma confusão Te procuro pela casa, só encontro a solidão Quando é de tardezinha, vem saudade de você Vou correndo pro boteco, vou beber pra te esquecer Por causa dela eu cai na bebedeira Bebo uma, bebo duas, até bebo a noite inteira E se e verdade que a bebida não consola O que eu vou fazer, se quem eu amo foi embora? Eu ja fiz de tudo pra acalmar meu coração Dar um jeito na saudade, espantar a solidão, Mas tudo que fiz foi somente ilusão E agora na bebida é que encontro a solução Outra noite estou aqui outra vez embriagado, Está sofrendo, tá chorando, coração apaixonado Se ela não voltar pra me tirar deste sofrer, Amanhã volto de novo, vou beber pra te esquecer",todo dia a minha vida é a mesma confusão te procuro pela casa só encontro a solidão quando é de tardezinha vem saudade de voc vou correndo pro boteco vou beber pra te esquecer por causa dela eu cai na bebedeira bebo uma bebo duas até bebo a noite inteira e se e verdade que a bebida não consola o que eu vou fazer se quem eu amo foi embora eu ja fiz de tudo pra acalmar meu coração dar um jeito na saudade espantar a solidão mas tudo que fiz foi somente ilusão e agora na bebida é que encontro a solução outra noite estou aqui outra vez embriagado está sofrendo tá chorando coração apaixonado se ela não voltar pra me tirar deste sofrer amanhã volto de novo vou beber pra te esquecer
SEDUTOR,"Hum, hum, hum, hum Eu não sou sedutor Mas tenho o meu charme Olho fundo nos seus olhos e te conto umas verdades que são boas de escutar E essa voz rouca ajuda, eu sei, não tem como negar Por favor, não se iluda, eu num vou telefonar E nem mandar mensagem de bom dia É que a cara é de bobo, o beijo é de tralha Faço gostoso, deixo minha marca Chamo de novo, brota aqui em casa Pra tomar um gelo, fazer fumaça A cara é de bobo, o beijo é de tralha Faço gostoso, deixo minha marca Chamo de novo, brota aqui em casa Pra tomar um gelo, fazer fumaça Eu não sou sedutor Mas tenho o meu charme Olho fundo nos seus olhos e te conto umas verdades que são boas de escutar E essa voz rouca ajuda, eu sei, não tem como negar Por favor, não se iluda, eu não vou telefonar E nem mandar mensagem de bom dia, uh É que a cara é de bobo, o beijo é de tralha Faço gostoso, deixo minha marca Chamo de novo, brota aqui em casa Pra tomar um gelo, fazer fumaça A cara é de bobo, o beijo é de tralha Faço gostoso, deixo minha marca Chamo de novo, brota aqui em casa Pra tomar um gelo, fazer fumaça Eu não sou sedutor Mas tenho o meu charme",hum hum hum hum eu não sou sedutor mas tenho o meu charme olho fundo nos seus olhos e te conto umas verdades que são boas de escutar e essa voz rouca ajuda eu sei não tem como negar por favor não se iluda eu num vou telefonar e nem mandar mensagem de bom dia é que a cara é de bobo o beijo é de tralha faço gostoso deixo minha marca chamo de novo brota aqui em casa pra tomar um gelo fazer fumaça a cara é de bobo o beijo é de tralha faço gostoso deixo minha marca chamo de novo brota aqui em casa pra tomar um gelo fazer fumaça eu não sou sedutor mas tenho o meu charme olho fundo nos seus olhos e te conto umas verdades que são boas de escutar e essa voz rouca ajuda eu sei não tem como negar por favor não se iluda eu não vou telefonar e nem mandar mensagem de bom dia uh é que a cara é de bobo o beijo é de tralha faço gostoso deixo minha marca chamo de novo brota aqui em casa pra tomar um gelo fazer fumaça a cara é de bobo o beijo é de tralha faço gostoso deixo minha marca chamo de novo brota aqui em casa pra tomar um gelo fazer fumaça eu não sou sedutor mas tenho o meu charme
Segunda Chance,"Sim, eu cometo erros Porquê o meu orgulho está no caminho Mas se você estivesse aqui Iria dizer que sinto sua falta Como estou tentando te esquecer E queria ter você comigo Quando penso em você Me apaixono novamente Gasto o tempo que for Esperando aquela segunda chance Sempre há um motivo para não Se sentir bem suficiente Então me dê mais uma chace? Pra provar que não foi só um lance E dizer que vivo por você Teu olhar invade minha alma Teu sorriso me acalma E me prende à você Fomos feitos um para o outro E para ficarmos juntos para sempre Eu nunca pensei que eu precisaria de você E quando você foi embora eu entrei em desespero Percebe o quanto eu preciso de você agora? Me dê mais uma chace? Pra provar que não foi só um lance Que amo você Teu olhar invade minha alma E teu sorriso me acalma E me prende à você Fomos feitos um para o outro E para ficarmos juntos para sempre Eu queria que você estivesse aqui E quando penso em você Eu me apaixono novamente",sim eu cometo erros porqu o meu orgulho está no caminho mas se voc estivesse aqui iria dizer que sinto sua falta como estou tentando te esquecer e queria ter voc comigo quando penso em voc me apaixono novamente gasto o tempo que for esperando aquela segunda chance sempre há um motivo para não se sentir bem suficiente então me d mais uma chace pra provar que não foi só um lance e dizer que vivo por voc teu olhar invade minha alma teu sorriso me acalma e me prende voc fomos feitos um para o outro e para ficarmos juntos para sempre eu nunca pensei que eu precisaria de voc e quando voc foi embora eu entrei em desespero percebe o quanto eu preciso de voc agora me d mais uma chace pra provar que não foi só um lance que amo voc teu olhar invade minha alma e teu sorriso me acalma e me prende voc fomos feitos um para o outro e para ficarmos juntos para sempre eu queria que voc estivesse aqui e quando penso em voc eu me apaixono novamente
Sem Ar,"Meus pés não tocam mais o chão Meus olhos não vêem em minha direção Da minha boca saem coisas sem sentido Você era o meu farol e hoje estou perdido Sofrimento vem a noite sem pudor Somente o sono ameniza a minha dor Mas e depois ? E quando o dia clarear ? Quero viver do teu sorriso, teu olhar Eu corro pro mar pra não lembrar você E o vento me traz o que eu quero esquecer Entre os soluços do meu choro eu tento te explicar Nos teus braços é o meu lugar Contemplando as estrelas, Minha solidão aperta forte o peito é mais que uma emoção Esqueci do meu orgulho pra você voltar Permaneço sem amor, sem luz, sem ar... Perdi o jogo e tive que te ver partir E minha alma sem motivo pra existir Já não suporto esse vazio quero me entregar Ter você pra nunca mais nos separar Você é o encaixe perfeito do meu coração O teu sorriso é chama da minha paixão Mas é fria a madrugada sem você aqui Só com você no pensamento... Eu corro pro mar pra não lembrar você E o vento me traz o que eu quero esquecer Entre os soluços do meu choro eu tento te explicar Nos teus braços é o meu lugar Contemplando as estrelas, Minha solidão aperta forte o peito é mais que uma emoção Esqueci do meu orgulho pra você voltar Permaneço sem amor, sem luz... Meu ar, meu chão é você Mesmo quando fecho os olhos posso te ver Eu corro pro mar pra não lembrar você E o vento me traz o que eu quero esquecer Entre os soluços do meu choro eu tento te explicar Nos teus braços é o meu lugar Contemplando as estrelas, Minha solidão aperta forte o peito é mais que uma emoção Esqueci do meu orgulho pra você voltar Permaneço sem amor, sem luz, sem ar...",meus pés não tocam mais o chão meus olhos não vem em minha direção da minha boca saem coisas sem sentido voc era o meu farol e hoje estou perdido sofrimento vem a noite sem pudor somente o sono ameniza a minha dor mas e depois e quando o dia clarear quero viver do teu sorriso teu olhar eu corro pro mar pra não lembrar voc e o vento me traz o que eu quero esquecer entre os soluços do meu choro eu tento te explicar nos teus braços é o meu lugar contemplando as estrelas minha solidão aperta forte o peito é mais que uma emoção esqueci do meu orgulho pra voc voltar permaneço sem amor sem luz sem ar perdi o jogo e tive que te ver partir e minha alma sem motivo pra existir já não suporto esse vazio quero me entregar ter voc pra nunca mais nos separar voc é o encaixe perfeito do meu coração o teu sorriso é chama da minha paixão mas é fria a madrugada sem voc aqui só com voc no pensamento eu corro pro mar pra não lembrar voc e o vento me traz o que eu quero esquecer entre os soluços do meu choro eu tento te explicar nos teus braços é o meu lugar contemplando as estrelas minha solidão aperta forte o peito é mais que uma emoção esqueci do meu orgulho pra voc voltar permaneço sem amor sem luz meu ar meu chão é voc mesmo quando fecho os olhos posso te ver eu corro pro mar pra não lembrar voc e o vento me traz o que eu quero esquecer entre os soluços do meu choro eu tento te explicar nos teus braços é o meu lugar contemplando as estrelas minha solidão aperta forte o peito é mais que uma emoção esqueci do meu orgulho pra voc voltar permaneço sem amor sem luz sem ar
SEM SENTIMENTO,"A gente terminou tem uma semana Você já tá em outra cama, só fazendo amor E eu aqui, trancado nesse quarto Preso nessa cama, vivo de pijama, e o tempo passando Mesmo sabendo que não vai voltar, eu fico te esperando Eu queria ser igual a você Sem sentimento, sem sentimento Queria poder apagar você Do pensamento, do pensamento Você é mais gelada que o inverno de São Paulo É mais perigosa que nadar em mar aberto O certo era a gente ficar longe Mas o problema é que eu te quero perto Preso nessa cama, vivo de pijama, e o tempo passando Mesmo sabendo que não vai voltar, eu fico te esperando Eu queria ser igual a você Sem sentimento, sem sentimento Queria poder apagar você Do pensamento, do pensamento Eu queria ser igual a você Sem sentimento, sem sentimento Queria poder apagar você Do pensamento, do pensamento",a gente terminou tem uma semana voc já tá em outra cama só fazendo amor e eu aqui trancado nesse quarto preso nessa cama vivo de pijama e o tempo passando mesmo sabendo que não vai voltar eu fico te esperando eu queria ser igual a voc sem sentimento sem sentimento queria poder apagar voc do pensamento do pensamento voc é mais gelada que o inverno de são paulo é mais perigosa que nadar em mar aberto o certo era a gente ficar longe mas o problema é que eu te quero perto preso nessa cama vivo de pijama e o tempo passando mesmo sabendo que não vai voltar eu fico te esperando eu queria ser igual a voc sem sentimento sem sentimento queria poder apagar voc do pensamento do pensamento eu queria ser igual a voc sem sentimento sem sentimento queria poder apagar voc do pensamento do pensamento
Semeando Estrelas  (part. Padre Reginaldo Manzotti),"Senhor, eu preciso do teu carinho Porque tá difícil andar sozinho Senhor, eu preciso da tua mão Pra mudar o meu coração Que não encontra uma saída Preciso desse amor imenso pra cessar meus medos Consertar meus erros, mudar meu viver Me ajude por favor eu quero encontrar a verdade Seguir os teus passos, parar de sofrer Pra mudar meu mundo (só o teu amor) Transformar meus dias (só o teu amor) Curar minhas dores (só o teu amor) Teu amor, perdão Ter felicidade (só o teu amor) Toda esperança está no teu amor Que semeia estrelas em cada coração Senhor, eu preciso do teu carinho Porque tá difícil andar sozinho Senhor, eu preciso da tua mão Pra mudar o meu coração Que não encontra uma saída Preciso desse amor imenso pra cessar meus medos Consertar meus erros, mudar meu viver Me ajude por favor eu quero encontrar a verdade Seguir os teus passos, parar de sofrer Pra mudar meu mundo (só o teu amor) Transformar meus dias (só o teu amor) Curar minhas dores (só o teu amor) Teu amor, perdão Ter felicidade (só o teu amor) Toda esperança está no teu amor Que semeia estrelas em cada coração Pra mudar meu mundo (só o teu amor) Transformar meus dias (só o teu amor) Curar minhas dores (só o teu amor) Teu amor, perdão Ter felicidade (só o teu amor) Toda esperança está no teu amor Que semeia estrelas em cada coração",senhor eu preciso do teu carinho porque tá difícil andar sozinho senhor eu preciso da tua mão pra mudar o meu coração que não encontra uma saída preciso desse amor imenso pra cessar meus medos consertar meus erros mudar meu viver me ajude por favor eu quero encontrar a verdade seguir os teus passos parar de sofrer pra mudar meu mundo só o teu amor transformar meus dias só o teu amor curar minhas dores só o teu amor teu amor perdão ter felicidade só o teu amor toda esperança está no teu amor que semeia estrelas em cada coração senhor eu preciso do teu carinho porque tá difícil andar sozinho senhor eu preciso da tua mão pra mudar o meu coração que não encontra uma saída preciso desse amor imenso pra cessar meus medos consertar meus erros mudar meu viver me ajude por favor eu quero encontrar a verdade seguir os teus passos parar de sofrer pra mudar meu mundo só o teu amor transformar meus dias só o teu amor curar minhas dores só o teu amor teu amor perdão ter felicidade só o teu amor toda esperança está no teu amor que semeia estrelas em cada coração pra mudar meu mundo só o teu amor transformar meus dias só o teu amor curar minhas dores só o teu amor teu amor perdão ter felicidade só o teu amor toda esperança está no teu amor que semeia estrelas em cada coração
Sempre Com Você,"E eu que achava que A vida fosse só uma viagem Que o mundo tinha me esquecido E eu que achava que O amor não existia pra todo mundo Que era coisa de cinema Aí você apareceu Com um olhar, me convenceu Anjo de asas coloridas Amor além da vida Eu não resisti a tanto amor O meu coração se entregou E venha o que vier Eu vou estar pra sempre com você Aí você apareceu Com um olhar, me convenceu Anjo de asas coloridas Amor além da vida Eu não resisti a tanto amor O meu coração se entregou E venha o que vier Eu vou estar pra sempre com você Eu não resisti a tanto amor O meu coração se entregou E venha o que vier Eu vou estar pra sempre com você (Sempre com você) Pra sempre com você (Sempre com você) Pra sempre com você",e eu que achava que a vida fosse só uma viagem que o mundo tinha me esquecido e eu que achava que o amor não existia pra todo mundo que era coisa de cinema aí voc apareceu com um olhar me convenceu anjo de asas coloridas amor além da vida eu não resisti a tanto amor o meu coração se entregou e venha o que vier eu vou estar pra sempre com voc aí voc apareceu com um olhar me convenceu anjo de asas coloridas amor além da vida eu não resisti a tanto amor o meu coração se entregou e venha o que vier eu vou estar pra sempre com voc eu não resisti a tanto amor o meu coração se entregou e venha o que vier eu vou estar pra sempre com voc sempre com voc pra sempre com voc sempre com voc pra sempre com voc
Será Que É Erro Meu?,Eu já larguei de lado todo meu orgulho Passei por cima de tudo pra te agradar Eu me moldei pensando no nosso futuro Mas no presente você não quer me aceitar Por que será que você só enxerga os meus defeitos? Por que será que eu ainda não tenho o seu respeito? Será que é erro meu dizer que eu te amo o ano inteiro Te elogiar quando corta o cabelo Fazer de tudo por você e eu Será que esse é o erro meu? Será que é erro meu dizer que quando acorda está tão linda Reconhecer que é a mulher da minha vida Acreditar que o nosso amor não foi em vão e não morreu Será que esse é o erro meu?,eu já larguei de lado todo meu orgulho passei por cima de tudo pra te agradar eu me moldei pensando no nosso futuro mas no presente voc não quer me aceitar por que será que voc só enxerga os meus defeitos por que será que eu ainda não tenho o seu respeito será que é erro meu dizer que eu te amo o ano inteiro te elogiar quando corta o cabelo fazer de tudo por voc e eu será que esse é o erro meu será que é erro meu dizer que quando acorda está tão linda reconhecer que é a mulher da minha vida acreditar que o nosso amor não foi em vão e não morreu será que esse é o erro meu
SEU DOUTOR,"Até quando vai me usar de desculpa Pra aliviar seu tesão? Porque ele não dá conta Pra ele, eu já fui seu dentista Suas idas ao cabeleireiro O contato Melhor Amiga Já era eu o tempo inteiro E aí, você vai deixar ele meter um anel no seu dedo? Quando que cê vai falar pra ele que cê tá zoando? Que transa de olho fechado, me imaginando E quando abre os olhos e vê que não rolou amor Se arruma e vem pra consulta aqui com seu doutor Seu doutor, né? Quando que cê vai falar pra ele que cê tá zoando? Que transa de olho fechado, me imaginando E quando abre os olhos e vê que não rolou amor Se arruma e vem pra consulta aqui com seu doutor Seu doutor, né? Seu doutor Pra ele, eu já fui seu dentista Suas idas ao cabeleireiro O contato Melhor Amiga Já era eu o tempo inteiro E aí, você vai deixar ele meter um anel no seu dedo? Quando que cê vai falar pra ele que cê tá zoando? Que transa de olho fechado, me imaginando E quando abre os olhos e vê que não rolou amor Se arruma e vem pra consulta aqui com seu doutor Seu doutor, né? Quando que cê vai falar pra ele que cê tá zoando? Que transa de olho fechado, me imaginando E quando abre os olhos e vê que não rolou amor Se arruma e vem pra consulta aqui com seu doutor Seu doutor, né? Seu doutor",até quando vai me usar de desculpa pra aliviar seu tesão porque ele não dá conta pra ele eu já fui seu dentista suas idas ao cabeleireiro o contato melhor amiga já era eu o tempo inteiro e aí voc vai deixar ele meter um anel no seu dedo quando que c vai falar pra ele que c tá zoando que transa de olho fechado me imaginando e quando abre os olhos e v que não rolou amor se arruma e vem pra consulta aqui com seu doutor seu doutor né quando que c vai falar pra ele que c tá zoando que transa de olho fechado me imaginando e quando abre os olhos e v que não rolou amor se arruma e vem pra consulta aqui com seu doutor seu doutor né seu doutor pra ele eu já fui seu dentista suas idas ao cabeleireiro o contato melhor amiga já era eu o tempo inteiro e aí voc vai deixar ele meter um anel no seu dedo quando que c vai falar pra ele que c tá zoando que transa de olho fechado me imaginando e quando abre os olhos e v que não rolou amor se arruma e vem pra consulta aqui com seu doutor seu doutor né quando que c vai falar pra ele que c tá zoando que transa de olho fechado me imaginando e quando abre os olhos e v que não rolou amor se arruma e vem pra consulta aqui com seu doutor seu doutor né seu doutor
SILHUETA,"Acordei em casa Só não sei na casa de quem Tô na cama errada Ou será que eu acertei? Vejo duas taças e o vinho certo Eu faço uma reza que seja ela E se não for, eu tô no inferno De repente surge da fumaça do banheiro Uma silhueta nua linda no espelho Mas não era você Não era você Quem mandou beber e fazer burrada? Quem mandou errar o caminho de casa? Dá última vez jurei que eu mudava E troquei minha última chance por nada Deusa do amor Sei que eu não te mereço Um pecador Na sua frente de joelhos pedindo amor Perdoa que eu pago o preço O peso da culpa vai ser eterno Eu tô no inferno Quem mandou beber e fazer burrada? Quem mandou errar o caminho de casa? Dá última vez jurei que eu mudava E troquei minha última chance por nada Deusa do amor Deusa do amor De repente surge da fumaça do banheiro Uma silhueta nua linda no espelho Mas não era você Não era você Quem mandou beber e fazer burrada? Quem mandou errar o caminho de casa? Dá última vez jurei que eu mudava E troquei minha última chance por nada Deusa do amor Deusa do amor Deusa do amor Deusa do amor",acordei em casa só não sei na casa de quem t na cama errada ou será que eu acertei vejo duas taças e o vinho certo eu faço uma reza que seja ela e se não for eu t no inferno de repente surge da fumaça do banheiro uma silhueta nua linda no espelho mas não era voc não era voc quem mandou beber e fazer burrada quem mandou errar o caminho de casa dá última vez jurei que eu mudava e troquei minha última chance por nada deusa do amor sei que eu não te mereço um pecador na sua frente de joelhos pedindo amor perdoa que eu pago o preço o peso da culpa vai ser eterno eu t no inferno quem mandou beber e fazer burrada quem mandou errar o caminho de casa dá última vez jurei que eu mudava e troquei minha última chance por nada deusa do amor deusa do amor de repente surge da fumaça do banheiro uma silhueta nua linda no espelho mas não era voc não era voc quem mandou beber e fazer burrada quem mandou errar o caminho de casa dá última vez jurei que eu mudava e troquei minha última chance por nada deusa do amor deusa do amor deusa do amor deusa do amor
Sinais,"Vi seu sorriso em meu sonho Segui seu rastro na areia do deserto Eu escutei sua voz ao vento Senti seu cheiro cada vez de mim mais perto Virei um louco, meio obcecado Pra te encontrar em algum lugar do mundo E mesmo sem nunca ter te tocado Me pertencia, bem lá no fundo Sinais me mostraram o caminho até você Vaga-lumes guiam-me sem perceber E no fim da estrada uma luz parece ser você Sinais me ajudaram a perceber Que o meu caminho é você E ninguém no mundo vai fazer Eu me sentir de novo assim Sinais vindos de um lugar tão longe Às vezes se escondem No farol em uma ilha, numa noite tão vazia Eu beijei você até o amanhecer Vi seu sorriso em meu sonho Segui seu rastro na areia do deserto Eu escutei sua voz ao vento Senti seu cheiro cada vez de mim mais perto Virei um louco, meio obcecado Pra te encontrar em algum lugar do mundo E mesmo sem nunca ter te tocado Me pertencia, bem lá no fundo Sinais me mostraram o caminho até você Vaga-lumes guiam-me sem perceber E no fim da estrada uma luz parece ser você Sinais me ajudaram a perceber Que o meu caminho é você E ninguém no mundo vai fazer Eu me sentir de novo assim Sinais vindos de um lugar tão longe Às vezes se escondem No farol em uma ilha, numa noite tão vazia Eu beijei você até o amanhecer",vi seu sorriso em meu sonho segui seu rastro na areia do deserto eu escutei sua voz ao vento senti seu cheiro cada vez de mim mais perto virei um louco meio obcecado pra te encontrar em algum lugar do mundo e mesmo sem nunca ter te tocado me pertencia bem lá no fundo sinais me mostraram o caminho até voc vagalumes guiamme sem perceber e no fim da estrada uma luz parece ser voc sinais me ajudaram a perceber que o meu caminho é voc e ninguém no mundo vai fazer eu me sentir de novo assim sinais vindos de um lugar tão longe s vezes se escondem no farol em uma ilha numa noite tão vazia eu beijei voc até o amanhecer vi seu sorriso em meu sonho segui seu rastro na areia do deserto eu escutei sua voz ao vento senti seu cheiro cada vez de mim mais perto virei um louco meio obcecado pra te encontrar em algum lugar do mundo e mesmo sem nunca ter te tocado me pertencia bem lá no fundo sinais me mostraram o caminho até voc vagalumes guiamme sem perceber e no fim da estrada uma luz parece ser voc sinais me ajudaram a perceber que o meu caminho é voc e ninguém no mundo vai fazer eu me sentir de novo assim sinais vindos de um lugar tão longe s vezes se escondem no farol em uma ilha numa noite tão vazia eu beijei voc até o amanhecer
